学号,知识点id,年份,分数
213401010311,1777575459568099329,2022-2023,-1
213401010312,1777575459568099329,2022-2023,-1
213401010313,1777575459568099329,2022-2023,-1
213401010314,1777575459568099329,2022-2023,-1
213401010315,1777575459568099329,2022-2023,-1
213401010316,1777575459568099329,2022-2023,-1
213401010317,1777575459568099329,2022-2023,-1
213401010318,1777575459568099329,2022-2023,-1
213401010319,1777575459568099329,2022-2023,-1
213401010320,1777575459568099329,2022-2023,-1
213401010322,1777575459568099329,2022-2023,-1
213401010323,1777575459568099329,2022-2023,-1
213401010324,1777575459568099329,2022-2023,-1
213401010325,1777575459568099329,2022-2023,-1
213401010326,1777575459568099329,2022-2023,-1
213401010327,1777575459568099329,2022-2023,-1
213401010328,1777575459568099329,2022-2023,-1
213401010329,1777575459568099329,2022-2023,-1
213401010330,1777575459568099329,2022-2023,-1
213401010331,1777575459568099329,2022-2023,-1
213401010332,1777575459568099329,2022-2023,-1
213401010333,1777575459568099329,2022-2023,-1
213401010334,1777575459568099329,2022-2023,-1
213401010335,1777575459568099329,2022-2023,-1
213401010336,1777575459568099329,2022-2023,-1
213401010401,1777575459568099329,2022-2023,-1
213401010402,1777575459568099329,2022-2023,-1
213401010403,1777575459568099329,2022-2023,-1
213401010404,1777575459568099329,2022-2023,-1
213401010405,1777575459568099329,2022-2023,-1
213401010406,1777575459568099329,2022-2023,-1
213401010408,1777575459568099329,2022-2023,-1
213401010409,1777575459568099329,2022-2023,-1
213401010410,1777575459568099329,2022-2023,-1
213401010411,1777575459568099329,2022-2023,-1
213401010412,1777575459568099329,2022-2023,-1
213401010413,1777575459568099329,2022-2023,-1
213401010414,1777575459568099329,2022-2023,-1
213401010415,1777575459568099329,2022-2023,-1
213401010416,1777575459568099329,2022-2023,-1
213401010417,1777575459568099329,2022-2023,-1
213401010418,1777575459568099329,2022-2023,-1
213401010419,1777575459568099329,2022-2023,-1
213401010420,1777575459568099329,2022-2023,-1
213401010421,1777575459568099329,2022-2023,-1
213401010422,1777575459568099329,2022-2023,-1
213401010423,1777575459568099329,2022-2023,-1
213401010424,1777575459568099329,2022-2023,-1
213401010425,1777575459568099329,2022-2023,-1
213401010426,1777575459568099329,2022-2023,-1
213401010427,1777575459568099329,2022-2023,-1
213401010428,1777575459568099329,2022-2023,-1
213401010429,1777575459568099329,2022-2023,-1
213401010430,1777575459568099329,2022-2023,-1
213401010431,1777575459568099329,2022-2023,-1
213401010432,1777575459568099329,2022-2023,-1
213401010433,1777575459568099329,2022-2023,-1
213401010434,1777575459568099329,2022-2023,-1
213401010435,1777575459568099329,2022-2023,-1
213401040101,1777575459568099329,2022-2023,-1
213401040102,1777575459568099329,2022-2023,-1
213401040103,1777575459568099329,2022-2023,-1
213401040104,1777575459568099329,2022-2023,-1
213401040105,1777575459568099329,2022-2023,-1
213401040106,1777575459568099329,2022-2023,-1
213401040107,1777575459568099329,2022-2023,-1
213401040108,1777575459568099329,2022-2023,-1
213401040109,1777575459568099329,2022-2023,-1
213401040110,1777575459568099329,2022-2023,-1
213401040111,1777575459568099329,2022-2023,-1
213401040112,1777575459568099329,2022-2023,-1
213401040113,1777575459568099329,2022-2023,-1
213401040114,1777575459568099329,2022-2023,-1
213401040115,1777575459568099329,2022-2023,-1
213401040116,1777575459568099329,2022-2023,-1
213401040117,1777575459568099329,2022-2023,-1
213401040118,1777575459568099329,2022-2023,-1
213401040119,1777575459568099329,2022-2023,-1
213401040120,1777575459568099329,2022-2023,-1
213401040121,1777575459568099329,2022-2023,-1
213401040122,1777575459568099329,2022-2023,-1
213401040123,1777575459568099329,2022-2023,-1
213401040124,1777575459568099329,2022-2023,-1
213401040125,1777575459568099329,2022-2023,-1
213401040126,1777575459568099329,2022-2023,-1
213401040128,1777575459568099329,2022-2023,-1
213401040129,1777575459568099329,2022-2023,-1
213401040130,1777575459568099329,2022-2023,-1
213401040131,1777575459568099329,2022-2023,-1
213401040132,1777575459568099329,2022-2023,-1
213401040133,1777575459568099329,2022-2023,-1
213401040134,1777575459568099329,2022-2023,-1
213401040201,1777575459568099329,2022-2023,-1
213401040202,1777575459568099329,2022-2023,-1
213401040203,1777575459568099329,2022-2023,-1
213401040204,1777575459568099329,2022-2023,-1
213401040205,1777575459568099329,2022-2023,-1
213401040206,1777575459568099329,2022-2023,-1
213401040207,1777575459568099329,2022-2023,-1
213401040208,1777575459568099329,2022-2023,-1
213401040209,1777575459568099329,2022-2023,-1
213401040210,1777575459568099329,2022-2023,-1
213401040211,1777575459568099329,2022-2023,-1
213401040212,1777575459568099329,2022-2023,-1
213401040213,1777575459568099329,2022-2023,-1
213401040214,1777575459568099329,2022-2023,-1
213401040216,1777575459568099329,2022-2023,-1
213401040218,1777575459568099329,2022-2023,-1
213401040219,1777575459568099329,2022-2023,-1
213401040220,1777575459568099329,2022-2023,-1
213401040221,1777575459568099329,2022-2023,-1
213401040222,1777575459568099329,2022-2023,-1
213401040223,1777575459568099329,2022-2023,-1
213401040224,1777575459568099329,2022-2023,-1
213401040225,1777575459568099329,2022-2023,-1
213401040226,1777575459568099329,2022-2023,-1
213401040227,1777575459568099329,2022-2023,-1
213401040228,1777575459568099329,2022-2023,-1
213401040229,1777575459568099329,2022-2023,-1
213401040230,1777575459568099329,2022-2023,-1
213401040231,1777575459568099329,2022-2023,-1
213401040232,1777575459568099329,2022-2023,-1
213401040233,1777575459568099329,2022-2023,-1
213401040234,1777575459568099329,2022-2023,-1
213401040235,1777575459568099329,2022-2023,-1
213401050101,1777575459568099329,2022-2023,-1
213401050102,1777575459568099329,2022-2023,-1
213401050103,1777575459568099329,2022-2023,-1
213401050104,1777575459568099329,2022-2023,-1
213401050105,1777575459568099329,2022-2023,-1
213401050106,1777575459568099329,2022-2023,-1
213401050107,1777575459568099329,2022-2023,-1
213401050108,1777575459568099329,2022-2023,-1
213401050109,1777575459568099329,2022-2023,-1
213401050110,1777575459568099329,2022-2023,-1
213401050111,1777575459568099329,2022-2023,-1
213401050112,1777575459568099329,2022-2023,-1
213401050113,1777575459568099329,2022-2023,-1
213401050114,1777575459568099329,2022-2023,-1
213401050115,1777575459568099329,2022-2023,-1
213401050116,1777575459568099329,2022-2023,-1
213401050117,1777575459568099329,2022-2023,-1
213401050118,1777575459568099329,2022-2023,-1
213401050119,1777575459568099329,2022-2023,-1
213401050120,1777575459568099329,2022-2023,-1
213401050121,1777575459568099329,2022-2023,-1
213401050122,1777575459568099329,2022-2023,-1
213401050123,1777575459568099329,2022-2023,-1
213401050124,1777575459568099329,2022-2023,-1
213401050125,1777575459568099329,2022-2023,-1
213401050126,1777575459568099329,2022-2023,-1
213401050127,1777575459568099329,2022-2023,-1
213401050128,1777575459568099329,2022-2023,-1
213401050129,1777575459568099329,2022-2023,-1
213401050130,1777575459568099329,2022-2023,-1
213401050131,1777575459568099329,2022-2023,-1
213401050132,1777575459568099329,2022-2023,-1
213401050133,1777575459568099329,2022-2023,-1
213401050134,1777575459568099329,2022-2023,-1
213401050135,1777575459568099329,2022-2023,-1
213401050201,1777575459568099329,2022-2023,-1
213401050202,1777575459568099329,2022-2023,-1
213401050203,1777575459568099329,2022-2023,-1
213401050204,1777575459568099329,2022-2023,-1
213401050205,1777575459568099329,2022-2023,-1
213401050206,1777575459568099329,2022-2023,-1
213401050207,1777575459568099329,2022-2023,-1
213401050208,1777575459568099329,2022-2023,-1
213401050209,1777575459568099329,2022-2023,-1
213401050210,1777575459568099329,2022-2023,-1
213401050212,1777575459568099329,2022-2023,-1
213401050213,1777575459568099329,2022-2023,-1
213401050214,1777575459568099329,2022-2023,-1
213401050215,1777575459568099329,2022-2023,-1
213401050216,1777575459568099329,2022-2023,-1
213401050218,1777575459568099329,2022-2023,-1
213401050219,1777575459568099329,2022-2023,-1
213401050220,1777575459568099329,2022-2023,-1
213401050221,1777575459568099329,2022-2023,-1
213401050222,1777575459568099329,2022-2023,-1
213401050223,1777575459568099329,2022-2023,-1
213401050224,1777575459568099329,2022-2023,-1
213401050225,1777575459568099329,2022-2023,-1
213401050226,1777575459568099329,2022-2023,-1
213401050227,1777575459568099329,2022-2023,-1
213401050228,1777575459568099329,2022-2023,-1
213401050229,1777575459568099329,2022-2023,-1
213401050231,1777575459568099329,2022-2023,-1
213401050232,1777575459568099329,2022-2023,-1
213401050233,1777575459568099329,2022-2023,-1
213401050234,1777575459568099329,2022-2023,-1
213401050235,1777575459568099329,2022-2023,-1
213405010118,1777575459568099329,2022-2023,-1
213405040115,1777575459568099329,2022-2023,-1
213406010204,1777575459568099329,2022-2023,-1
213406010404,1777575459568099329,2022-2023,-1
213406010406,1777575459568099329,2022-2023,-1
213406010409,1777575459568099329,2022-2023,-1
213406010709,1777575459568099329,2022-2023,-1
213406010808,1777575459568099329,2022-2023,-1
213406010809,1777575459568099329,2022-2023,-1
213406040101,1777575459568099329,2022-2023,-1
213406040114,1777575459568099329,2022-2023,-1
213406040116,1777575459568099329,2022-2023,-1
213406040117,1777575459568099329,2022-2023,-1
213406040118,1777575459568099329,2022-2023,-1
213407010108,1777575459568099329,2022-2023,-1
213407010207,1777575459568099329,2022-2023,-1
213411010108,1777575459568099329,2022-2023,-1
213411010110,1777575459568099329,2022-2023,-1
213411010209,1777575459568099329,2022-2023,-1
213411050119,1777575459568099329,2022-2023,-1
213412010119,1777575459568099329,2022-2023,-1
213417020210,1777575459568099329,2022-2023,-1
213428030201,1777575459568099329,2022-2023,-1
213428040123,1777575459568099329,2022-2023,-1
173401010209,1777575459572293632,2022-2023,100
183409010214,1777575459572293632,2022-2023,100
193401010124,1777575459572293632,2022-2023,100
193401010125,1777575459572293632,2022-2023,100
193401010212,1777575459572293632,2022-2023,100
193401010232,1777575459572293632,2022-2023,100
193401050118,1777575459572293632,2022-2023,100
193401050125,1777575459572293632,2022-2023,100
193401050127,1777575459572293632,2022-2023,100
193401050216,1777575459572293632,2022-2023,100
193411070215,1777575459572293632,2022-2023,100
203401010116,1777575459572293632,2022-2023,100
203401010119,1777575459572293632,2022-2023,100
203401010127,1777575459572293632,2022-2023,100
203401010128,1777575459572293632,2022-2023,100
203401010129,1777575459572293632,2022-2023,100
203401010201,1777575459572293632,2022-2023,100
203401010230,1777575459572293632,2022-2023,100
203406040212,1777575459572293632,2022-2023,100
203417020104,1777575459572293632,2022-2023,100
203417020129,1777575459572293632,2022-2023,100
213401010101,1777575459572293632,2022-2023,100
213401010102,1777575459572293632,2022-2023,100
213401010103,1777575459572293632,2022-2023,100
213401010104,1777575459572293632,2022-2023,100
213401010105,1777575459572293632,2022-2023,100
213401010106,1777575459572293632,2022-2023,100
213401010107,1777575459572293632,2022-2023,100
213401010108,1777575459572293632,2022-2023,100
213401010109,1777575459572293632,2022-2023,100
213401010110,1777575459572293632,2022-2023,100
213401010111,1777575459572293632,2022-2023,100
213401010112,1777575459572293632,2022-2023,100
213401010113,1777575459572293632,2022-2023,100
213401010114,1777575459572293632,2022-2023,100
213401010115,1777575459572293632,2022-2023,100
213401010116,1777575459572293632,2022-2023,100
213401010117,1777575459572293632,2022-2023,100
213401010118,1777575459572293632,2022-2023,100
213401010119,1777575459572293632,2022-2023,100
213401010120,1777575459572293632,2022-2023,100
213401010121,1777575459572293632,2022-2023,100
213401010122,1777575459572293632,2022-2023,100
213401010123,1777575459572293632,2022-2023,100
213401010124,1777575459572293632,2022-2023,100
213401010125,1777575459572293632,2022-2023,100
213401010126,1777575459572293632,2022-2023,100
213401010127,1777575459572293632,2022-2023,100
213401010128,1777575459572293632,2022-2023,100
213401010129,1777575459572293632,2022-2023,100
213401010130,1777575459572293632,2022-2023,100
213401010131,1777575459572293632,2022-2023,100
213401010132,1777575459572293632,2022-2023,100
213401010133,1777575459572293632,2022-2023,100
213401010134,1777575459572293632,2022-2023,100
213401010135,1777575459572293632,2022-2023,100
213401010201,1777575459572293632,2022-2023,100
213401010202,1777575459572293632,2022-2023,100
213401010203,1777575459572293632,2022-2023,100
213401010204,1777575459572293632,2022-2023,100
213401010205,1777575459572293632,2022-2023,100
213401010206,1777575459572293632,2022-2023,100
213401010207,1777575459572293632,2022-2023,100
213401010208,1777575459572293632,2022-2023,100
213401010209,1777575459572293632,2022-2023,100
213401010210,1777575459572293632,2022-2023,100
213401010211,1777575459572293632,2022-2023,100
213401010212,1777575459572293632,2022-2023,100
213401010213,1777575459572293632,2022-2023,100
213401010214,1777575459572293632,2022-2023,100
213401010215,1777575459572293632,2022-2023,100
213401010216,1777575459572293632,2022-2023,100
213401010217,1777575459572293632,2022-2023,100
213401010218,1777575459572293632,2022-2023,100
213401010219,1777575459572293632,2022-2023,100
213401010220,1777575459572293632,2022-2023,100
213401010221,1777575459572293632,2022-2023,100
213401010222,1777575459572293632,2022-2023,100
213401010223,1777575459572293632,2022-2023,100
213401010224,1777575459572293632,2022-2023,100
213401010225,1777575459572293632,2022-2023,100
213401010226,1777575459572293632,2022-2023,100
213401010227,1777575459572293632,2022-2023,100
213401010228,1777575459572293632,2022-2023,100
213401010229,1777575459572293632,2022-2023,100
213401010230,1777575459572293632,2022-2023,100
213401010231,1777575459572293632,2022-2023,100
213401010232,1777575459572293632,2022-2023,100
213401010233,1777575459572293632,2022-2023,100
213401010234,1777575459572293632,2022-2023,100
213401010235,1777575459572293632,2022-2023,100
213401010302,1777575459572293632,2022-2023,100
213401010303,1777575459572293632,2022-2023,100
213401010304,1777575459572293632,2022-2023,100
213401010305,1777575459572293632,2022-2023,100
213401010306,1777575459572293632,2022-2023,100
213401010307,1777575459572293632,2022-2023,100
213401010308,1777575459572293632,2022-2023,100
213401010309,1777575459572293632,2022-2023,100
213401010310,1777575459572293632,2022-2023,100
213401010311,1777575459572293632,2022-2023,100
213401010312,1777575459572293632,2022-2023,100
213401010313,1777575459572293632,2022-2023,100
213401010314,1777575459572293632,2022-2023,100
213401010315,1777575459572293632,2022-2023,100
213401010316,1777575459572293632,2022-2023,100
213401010317,1777575459572293632,2022-2023,100
213401010318,1777575459572293632,2022-2023,100
213401010319,1777575459572293632,2022-2023,100
213401010320,1777575459572293632,2022-2023,100
213401010322,1777575459572293632,2022-2023,100
213401010323,1777575459572293632,2022-2023,100
213401010324,1777575459572293632,2022-2023,100
213401010325,1777575459572293632,2022-2023,100
213401010326,1777575459572293632,2022-2023,100
213401010327,1777575459572293632,2022-2023,100
213401010328,1777575459572293632,2022-2023,100
213401010329,1777575459572293632,2022-2023,100
213401010330,1777575459572293632,2022-2023,100
213401010331,1777575459572293632,2022-2023,100
213401010332,1777575459572293632,2022-2023,100
213401010333,1777575459572293632,2022-2023,100
213401010334,1777575459572293632,2022-2023,100
213401010335,1777575459572293632,2022-2023,100
213401010336,1777575459572293632,2022-2023,100
213401010401,1777575459572293632,2022-2023,100
213401010402,1777575459572293632,2022-2023,100
213401010403,1777575459572293632,2022-2023,100
213401010404,1777575459572293632,2022-2023,100
213401010405,1777575459572293632,2022-2023,100
213401010406,1777575459572293632,2022-2023,100
213401010408,1777575459572293632,2022-2023,100
213401010409,1777575459572293632,2022-2023,100
213401010410,1777575459572293632,2022-2023,100
213401010411,1777575459572293632,2022-2023,100
213401010412,1777575459572293632,2022-2023,100
213401010413,1777575459572293632,2022-2023,100
213401010414,1777575459572293632,2022-2023,100
213401010415,1777575459572293632,2022-2023,100
213401010416,1777575459572293632,2022-2023,100
213401010417,1777575459572293632,2022-2023,100
213401010418,1777575459572293632,2022-2023,100
213401010419,1777575459572293632,2022-2023,100
213401010420,1777575459572293632,2022-2023,100
213401010421,1777575459572293632,2022-2023,100
213401010422,1777575459572293632,2022-2023,100
213401010423,1777575459572293632,2022-2023,100
213401010424,1777575459572293632,2022-2023,100
213401010425,1777575459572293632,2022-2023,100
213401010426,1777575459572293632,2022-2023,100
213401010427,1777575459572293632,2022-2023,100
213401010428,1777575459572293632,2022-2023,100
213401010429,1777575459572293632,2022-2023,100
213401010430,1777575459572293632,2022-2023,100
213401010431,1777575459572293632,2022-2023,100
213401010432,1777575459572293632,2022-2023,100
213401010433,1777575459572293632,2022-2023,96
213401010434,1777575459572293632,2022-2023,100
213401010435,1777575459572293632,2022-2023,92
213401040101,1777575459572293632,2022-2023,100
213401040102,1777575459572293632,2022-2023,96
213401040103,1777575459572293632,2022-2023,96
213401040104,1777575459572293632,2022-2023,100
213401040105,1777575459572293632,2022-2023,100
213401040106,1777575459572293632,2022-2023,80
213401040107,1777575459572293632,2022-2023,80
213401040108,1777575459572293632,2022-2023,96
213401040109,1777575459572293632,2022-2023,92
213401040110,1777575459572293632,2022-2023,96
213401040111,1777575459572293632,2022-2023,96
213401040112,1777575459572293632,2022-2023,100
213401040113,1777575459572293632,2022-2023,96
213401040114,1777575459572293632,2022-2023,96
213401040115,1777575459572293632,2022-2023,96
213401040116,1777575459572293632,2022-2023,100
213401040117,1777575459572293632,2022-2023,96
213401040118,1777575459572293632,2022-2023,100
213401040119,1777575459572293632,2022-2023,96
213401040120,1777575459572293632,2022-2023,96
213401040121,1777575459572293632,2022-2023,100
213401040122,1777575459572293632,2022-2023,96
213401040123,1777575459572293632,2022-2023,96
213401040124,1777575459572293632,2022-2023,96
213401040125,1777575459572293632,2022-2023,96
213401040126,1777575459572293632,2022-2023,92
213401040128,1777575459572293632,2022-2023,56
213401040129,1777575459572293632,2022-2023,96
213401040130,1777575459572293632,2022-2023,96
213401040131,1777575459572293632,2022-2023,100
213401040132,1777575459572293632,2022-2023,96
213401040133,1777575459572293632,2022-2023,96
213401040134,1777575459572293632,2022-2023,100
213401040201,1777575459572293632,2022-2023,100
213401040202,1777575459572293632,2022-2023,100
213401040203,1777575459572293632,2022-2023,100
213401040204,1777575459572293632,2022-2023,100
213401040205,1777575459572293632,2022-2023,100
213401040206,1777575459572293632,2022-2023,100
213401040207,1777575459572293632,2022-2023,96
213401040208,1777575459572293632,2022-2023,100
213401040209,1777575459572293632,2022-2023,100
213401040210,1777575459572293632,2022-2023,100
213401040211,1777575459572293632,2022-2023,100
213401040212,1777575459572293632,2022-2023,88
213401040213,1777575459572293632,2022-2023,92
213401040214,1777575459572293632,2022-2023,100
213401040216,1777575459572293632,2022-2023,80
213401040218,1777575459572293632,2022-2023,80
213401040219,1777575459572293632,2022-2023,80
213401040220,1777575459572293632,2022-2023,96
213401040221,1777575459572293632,2022-2023,96
213401040222,1777575459572293632,2022-2023,100
213401040223,1777575459572293632,2022-2023,96
213401040224,1777575459572293632,2022-2023,96
213401040225,1777575459572293632,2022-2023,100
213401040226,1777575459572293632,2022-2023,96
213401040227,1777575459572293632,2022-2023,100
213401040228,1777575459572293632,2022-2023,88
213401040229,1777575459572293632,2022-2023,80
213401040230,1777575459572293632,2022-2023,96
213401040231,1777575459572293632,2022-2023,100
213401040232,1777575459572293632,2022-2023,100
213401040233,1777575459572293632,2022-2023,100
213401040234,1777575459572293632,2022-2023,100
213401040235,1777575459572293632,2022-2023,100
213401050101,1777575459572293632,2022-2023,100
213401050102,1777575459572293632,2022-2023,100
213401050103,1777575459572293632,2022-2023,100
213401050104,1777575459572293632,2022-2023,100
213401050105,1777575459572293632,2022-2023,100
213401050106,1777575459572293632,2022-2023,100
213401050107,1777575459572293632,2022-2023,100
213401050108,1777575459572293632,2022-2023,100
213401050109,1777575459572293632,2022-2023,100
213401050110,1777575459572293632,2022-2023,100
213401050111,1777575459572293632,2022-2023,100
213401050112,1777575459572293632,2022-2023,100
213401050113,1777575459572293632,2022-2023,100
213401050114,1777575459572293632,2022-2023,100
213401050115,1777575459572293632,2022-2023,100
213401050116,1777575459572293632,2022-2023,100
213401050117,1777575459572293632,2022-2023,100
213401050118,1777575459572293632,2022-2023,100
213401050119,1777575459572293632,2022-2023,100
213401050120,1777575459572293632,2022-2023,100
213401050121,1777575459572293632,2022-2023,100
213401050122,1777575459572293632,2022-2023,100
213401050123,1777575459572293632,2022-2023,100
213401050124,1777575459572293632,2022-2023,100
213401050125,1777575459572293632,2022-2023,100
213401050126,1777575459572293632,2022-2023,100
213401050127,1777575459572293632,2022-2023,100
213401050128,1777575459572293632,2022-2023,100
213401050129,1777575459572293632,2022-2023,100
213401050130,1777575459572293632,2022-2023,100
213401050131,1777575459572293632,2022-2023,100
213401050132,1777575459572293632,2022-2023,100
213401050133,1777575459572293632,2022-2023,100
213401050134,1777575459572293632,2022-2023,100
213401050135,1777575459572293632,2022-2023,100
213401050201,1777575459572293632,2022-2023,100
213401050202,1777575459572293632,2022-2023,100
213401050203,1777575459572293632,2022-2023,100
213401050204,1777575459572293632,2022-2023,100
213401050205,1777575459572293632,2022-2023,100
213401050206,1777575459572293632,2022-2023,100
213401050207,1777575459572293632,2022-2023,100
213401050208,1777575459572293632,2022-2023,100
213401050209,1777575459572293632,2022-2023,100
213401050210,1777575459572293632,2022-2023,100
213401050212,1777575459572293632,2022-2023,100
213401050213,1777575459572293632,2022-2023,100
213401050214,1777575459572293632,2022-2023,100
213401050215,1777575459572293632,2022-2023,100
213401050216,1777575459572293632,2022-2023,100
213401050218,1777575459572293632,2022-2023,100
213401050219,1777575459572293632,2022-2023,100
213401050220,1777575459572293632,2022-2023,100
213401050221,1777575459572293632,2022-2023,100
213401050222,1777575459572293632,2022-2023,100
213401050223,1777575459572293632,2022-2023,100
213401050224,1777575459572293632,2022-2023,100
213401050225,1777575459572293632,2022-2023,100
213401050226,1777575459572293632,2022-2023,100
213401050227,1777575459572293632,2022-2023,100
213401050228,1777575459572293632,2022-2023,100
213401050229,1777575459572293632,2022-2023,100
213401050231,1777575459572293632,2022-2023,100
213401050232,1777575459572293632,2022-2023,100
213401050233,1777575459572293632,2022-2023,100
213401050234,1777575459572293632,2022-2023,100
213401050235,1777575459572293632,2022-2023,100
213405010118,1777575459572293632,2022-2023,100
213405040115,1777575459572293632,2022-2023,100
213406010204,1777575459572293632,2022-2023,100
213406010404,1777575459572293632,2022-2023,100
213406010406,1777575459572293632,2022-2023,100
213406010409,1777575459572293632,2022-2023,100
213406010709,1777575459572293632,2022-2023,100
213406010808,1777575459572293632,2022-2023,100
213406010809,1777575459572293632,2022-2023,100
213406040101,1777575459572293632,2022-2023,100
213406040114,1777575459572293632,2022-2023,100
213406040116,1777575459572293632,2022-2023,100
213406040117,1777575459572293632,2022-2023,100
213406040118,1777575459572293632,2022-2023,100
213407010108,1777575459572293632,2022-2023,100
213407010207,1777575459572293632,2022-2023,100
213411010108,1777575459572293632,2022-2023,100
213411010110,1777575459572293632,2022-2023,100
213411010209,1777575459572293632,2022-2023,100
213411050119,1777575459572293632,2022-2023,100
213412010119,1777575459572293632,2022-2023,100
213417020210,1777575459572293632,2022-2023,100
213428030201,1777575459572293632,2022-2023,100
213428040123,1777575459572293632,2022-2023,100
173401010209,1777575459572293633,2022-2023,-1
183409010214,1777575459572293633,2022-2023,-1
193401010124,1777575459572293633,2022-2023,-1
193401010125,1777575459572293633,2022-2023,-1
193401010212,1777575459572293633,2022-2023,-1
193401010232,1777575459572293633,2022-2023,-1
193401050118,1777575459572293633,2022-2023,-1
193401050125,1777575459572293633,2022-2023,-1
193401050127,1777575459572293633,2022-2023,-1
193401050216,1777575459572293633,2022-2023,-1
193411070215,1777575459572293633,2022-2023,-1
203401010116,1777575459572293633,2022-2023,-1
203401010119,1777575459572293633,2022-2023,-1
203401010127,1777575459572293633,2022-2023,-1
203401010128,1777575459572293633,2022-2023,-1
203401010129,1777575459572293633,2022-2023,-1
203401010201,1777575459572293633,2022-2023,-1
203401010230,1777575459572293633,2022-2023,-1
203406040212,1777575459572293633,2022-2023,-1
203417020104,1777575459572293633,2022-2023,-1
203417020129,1777575459572293633,2022-2023,-1
213401010101,1777575459572293633,2022-2023,-1
213401010102,1777575459572293633,2022-2023,-1
213401010103,1777575459572293633,2022-2023,-1
213401010104,1777575459572293633,2022-2023,-1
213401010105,1777575459572293633,2022-2023,-1
213401010106,1777575459572293633,2022-2023,-1
213401010107,1777575459572293633,2022-2023,-1
213401010108,1777575459572293633,2022-2023,-1
213401010109,1777575459572293633,2022-2023,-1
213401010110,1777575459572293633,2022-2023,-1
213401010111,1777575459572293633,2022-2023,-1
213401010112,1777575459572293633,2022-2023,-1
213401010113,1777575459572293633,2022-2023,-1
213401010114,1777575459572293633,2022-2023,-1
213401010115,1777575459572293633,2022-2023,-1
213401010116,1777575459572293633,2022-2023,-1
213401010117,1777575459572293633,2022-2023,-1
213401010118,1777575459572293633,2022-2023,-1
213401010119,1777575459572293633,2022-2023,-1
213401010120,1777575459572293633,2022-2023,-1
213401010121,1777575459572293633,2022-2023,-1
213401010122,1777575459572293633,2022-2023,-1
213401010123,1777575459572293633,2022-2023,-1
213401010124,1777575459572293633,2022-2023,-1
213401010125,1777575459572293633,2022-2023,-1
213401010126,1777575459572293633,2022-2023,-1
213401010127,1777575459572293633,2022-2023,-1
213401010128,1777575459572293633,2022-2023,-1
213401010129,1777575459572293633,2022-2023,-1
213401010130,1777575459572293633,2022-2023,-1
213401010131,1777575459572293633,2022-2023,-1
213401010132,1777575459572293633,2022-2023,-1
213401010133,1777575459572293633,2022-2023,-1
213401010134,1777575459572293633,2022-2023,-1
213401010135,1777575459572293633,2022-2023,-1
213401010201,1777575459572293633,2022-2023,-1
213401010202,1777575459572293633,2022-2023,-1
213401010203,1777575459572293633,2022-2023,-1
213401010204,1777575459572293633,2022-2023,-1
213401010205,1777575459572293633,2022-2023,-1
213401010206,1777575459572293633,2022-2023,-1
213401010207,1777575459572293633,2022-2023,-1
213401010208,1777575459572293633,2022-2023,-1
213401010209,1777575459572293633,2022-2023,-1
213401010210,1777575459572293633,2022-2023,-1
213401010211,1777575459572293633,2022-2023,-1
213401010212,1777575459572293633,2022-2023,-1
213401010213,1777575459572293633,2022-2023,-1
213401010214,1777575459572293633,2022-2023,-1
213401010215,1777575459572293633,2022-2023,-1
213401010216,1777575459572293633,2022-2023,-1
213401010217,1777575459572293633,2022-2023,-1
213401010218,1777575459572293633,2022-2023,-1
213401010219,1777575459572293633,2022-2023,-1
213401010220,1777575459572293633,2022-2023,-1
213401010221,1777575459572293633,2022-2023,-1
213401010222,1777575459572293633,2022-2023,-1
213401010223,1777575459572293633,2022-2023,-1
213401010224,1777575459572293633,2022-2023,-1
213401010225,1777575459572293633,2022-2023,-1
213401010226,1777575459572293633,2022-2023,-1
213401010227,1777575459572293633,2022-2023,-1
213401010228,1777575459572293633,2022-2023,-1
213401010229,1777575459572293633,2022-2023,-1
213401010230,1777575459572293633,2022-2023,-1
213401010231,1777575459572293633,2022-2023,-1
213401010232,1777575459572293633,2022-2023,-1
213401010233,1777575459572293633,2022-2023,-1
213401010234,1777575459572293633,2022-2023,-1
213401010235,1777575459572293633,2022-2023,-1
213401010302,1777575459572293633,2022-2023,-1
213401010303,1777575459572293633,2022-2023,-1
213401010304,1777575459572293633,2022-2023,-1
213401010305,1777575459572293633,2022-2023,-1
213401010306,1777575459572293633,2022-2023,-1
213401010307,1777575459572293633,2022-2023,-1
213401010308,1777575459572293633,2022-2023,-1
213401010309,1777575459572293633,2022-2023,-1
213401010310,1777575459572293633,2022-2023,-1
213401010311,1777575459572293633,2022-2023,-1
213401010312,1777575459572293633,2022-2023,-1
213401010313,1777575459572293633,2022-2023,-1
213401010314,1777575459572293633,2022-2023,-1
213401010315,1777575459572293633,2022-2023,-1
213401010316,1777575459572293633,2022-2023,-1
213401010317,1777575459572293633,2022-2023,-1
213401010318,1777575459572293633,2022-2023,-1
213401010319,1777575459572293633,2022-2023,-1
213401010320,1777575459572293633,2022-2023,-1
213401010322,1777575459572293633,2022-2023,-1
213401010323,1777575459572293633,2022-2023,-1
213401010324,1777575459572293633,2022-2023,-1
213401010325,1777575459572293633,2022-2023,-1
213401010326,1777575459572293633,2022-2023,-1
213401010327,1777575459572293633,2022-2023,-1
213401010328,1777575459572293633,2022-2023,-1
213401010329,1777575459572293633,2022-2023,-1
